date,ticker,name,open,high,low,close,volume,turnover
2024-04-10,3711,日月光投控,117.96,119.40,113.39,115.53,65527,7570642
2024-04-11,3711,日月光投控,114.50,114.52,108.57,111.57,71575,7985969
2024-04-12,3711,日月光投控,112.06,113.34,105.12,105.68,19224,2031569
2024-04-15,3711,日月光投控,107.28,108.06,105.27,106.07,15550,1649349
2024-04-16,3711,日月光投控,104.86,108.96,104.58,104.74,74202,7772158
2024-04-17,3711,日月光投控,105.27,108.93,105.20,106.61,60085,6405591
2024-04-18,3711,日月光投控,106.79,107.30,104.58,104.71,92919,9729124
2024-04-19,3711,日月光投控,103.93,105.56,102.90,104.74,9157,959128
2024-04-22,3711,日月光投控,105.98,106.69,103.48,104.77,56514,5920880
2024-04-23,3711,日月光投控,105.18,108.53,104.96,107.82,48139,5190558
2024-04-24,3711,日月光投控,108.37,109.04,103.33,104.60,20955,2191947
2024-04-25,3711,日月光投控,105.23,105.30,103.32,104.08,12191,1268833
2024-04-26,3711,日月光投控,103.25,105.00,101.49,104.72,66670,6981431
2024-04-29,3711,日月光投控,104.36,108.63,103.50,105.86,14969,1584617
2024-04-30,3711,日月光投控,106.60,107.74,106.30,107.35,37653,4041999
2024-05-01,3711,日月光投控,107.54,109.37,105.05,109.34,94004,10278354
2024-05-02,3711,日月光投控,109.65,112.65,108.90,109.85,26792,2943029
2024-05-03,3711,日月光投控,110.80,111.26,104.46,104.92,106774,11203020
2024-05-06,3711,日月光投控,105.19,106.77,102.23,102.84,36467,3750094
2024-05-07,3711,日月光投控,102.78,102.98,102.27,102.39,31633,3238770
2024-05-08,3711,日月光投控,103.68,104.64,101.38,102.10,15482,1580679
2024-05-09,3711,日月光投控,100.98,102.13,96.32,100.15,76474,7658885
2024-05-10,3711,日月光投控,101.01,101.79,100.20,100.21,42261,4234986
2024-05-13,3711,日月光投控,99.83,103.18,97.94,101.37,47779,4843436
2024-05-14,3711,日月光投控,101.46,103.39,98.88,100.74,16024,1614191
2024-05-15,3711,日月光投控,99.96,101.31,98.63,100.26,33899,3398722
2024-05-16,3711,日月光投控,100.23,102.93,98.12,102.72,26170,2688287
2024-05-17,3711,日月光投控,102.63,105.52,102.29,103.34,50116,5179109
2024-05-20,3711,日月光投控,103.57,104.77,102.16,102.76,74694,7675582
2024-05-21,3711,日月光投控,101.27,102.22,100.54,101.32,13854,1403697
2024-05-22,3711,日月光投控,102.41,103.28,102.34,103.02,49907,5141463
2024-05-23,3711,日月光投控,103.09,104.03,99.74,103.61,33119,3431501
2024-05-24,3711,日月光投控,103.11,103.88,99.69,99.82,81369,8121882
2024-05-27,3711,日月光投控,100.19,101.86,99.42,99.95,17863,1785454
2024-05-28,3711,日月光投控,98.68,101.99,98.26,101.31,59842,6062509
2024-05-29,3711,日月光投控,100.85,106.19,100.82,104.25,44008,4587838
2024-05-30,3711,日月光投控,102.43,107.53,101.66,105.92,67819,7183405
2024-05-31,3711,日月光投控,106.71,111.25,106.00,111.01,90288,10022908
2024-06-03,3711,日月光投控,110.57,114.00,109.04,113.67,59481,6761064
2024-06-04,3711,日月光投控,115.28,116.85,112.23,112.78,71146,8023529
2024-06-05,3711,日月光投控,112.73,117.78,111.42,116.16,93010,10803951
2024-06-06,3711,日月光投控,115.47,119.03,114.39,117.02,9060,1060176
2024-06-07,3711,日月光投控,117.01,120.35,108.90,109.06,82942,9046013
2024-06-10,3711,日月光投控,108.92,112.89,107.51,111.71,63187,7058418
2024-06-11,3711,日月光投控,109.97,119.13,109.63,118.33,85592,10127673
2024-06-12,3711,日月光投控,117.92,124.70,116.02,123.29,105858,13050912
2024-06-13,3711,日月光投控,121.96,124.19,120.43,121.54,38158,4637547
2024-06-14,3711,日月光投控,121.82,121.92,114.44,114.77,121093,13898131
2024-06-17,3711,日月光投控,114.24,114.70,112.46,113.45,79349,9001972
2024-06-18,3711,日月光投控,112.85,113.32,109.39,109.80,63852,7010635
2024-06-19,3711,日月光投控,110.45,111.34,106.81,106.91,66104,7067180
2024-06-20,3711,日月光投控,107.64,110.06,107.64,108.38,54758,5934693
2024-06-21,3711,日月光投控,107.70,110.12,103.42,104.63,26190,2740259
2024-06-24,3711,日月光投控,103.60,104.95,100.03,101.69,63699,6477598
2024-06-25,3711,日月光投控,101.61,102.21,101.58,101.64,52072,5292588
2024-06-26,3711,日月光投控,101.47,102.06,96.96,98.01,29976,2937881
2024-06-27,3711,日月光投控,98.45,100.71,97.76,98.55,28973,2855190
2024-06-28,3711,日月光投控,99.72,101.11,96.39,99.83,57511,5741582
2024-07-01,3711,日月光投控,100.44,100.78,94.35,94.72,25689,2433222
2024-07-02,3711,日月光投控,95.12,96.29,92.70,93.38,89644,8370978
2024-07-03,3711,日月光投控,93.28,95.10,92.80,93.44,12466,1164806
2024-07-04,3711,日月光投控,91.79,102.94,91.60,100.70,102404,10312166
2024-07-05,3711,日月光投控,100.16,100.85,94.44,94.90,64720,6141620
2024-07-08,3711,日月光投控,95.88,96.52,92.66,92.95,54636,5078265
2024-07-09,3711,日月光投控,92.97,93.62,92.15,93.54,23993,2244253
2024-07-10,3711,日月光投控,94.16,95.17,90.01,91.85,40220,3694053
2024-07-11,3711,日月光投控,91.10,92.23,89.56,90.72,31106,2821898
2024-07-12,3711,日月光投控,89.48,90.17,79.30,80.58,27093,2183253
2024-07-15,3711,日月光投控,80.40,83.98,79.24,83.85,101551,8515496
2024-07-16,3711,日月光投控,83.29,85.54,82.87,84.42,82212,6940217
2024-07-17,3711,日月光投控,83.34,87.51,82.68,87.32,30913,2699247
2024-07-18,3711,日月光投控,86.34,90.47,86.07,90.41,81568,7374957
2024-07-19,3711,日月光投控,89.86,93.23,89.17,91.01,27300,2484509
2024-07-22,3711,日月光投控,89.97,96.43,89.76,95.57,38834,3711302
2024-07-23,3711,日月光投控,94.51,97.42,93.76,95.68,25086,2400182
2024-07-24,3711,日月光投控,95.40,98.01,93.53,97.64,93797,9158482
2024-07-25,3711,日月光投控,97.87,98.87,91.43,92.51,90906,8409630
2024-07-26,3711,日月光投控,93.08,97.41,92.26,95.55,94296,9009702
2024-07-29,3711,日月光投控,95.81,97.69,93.88,97.60,93052,9082252
2024-07-30,3711,日月光投控,96.87,97.18,94.87,95.67,24119,2307451
2024-07-31,3711,日月光投控,96.01,96.66,94.99,95.41,20720,1976901
2024-08-01,3711,日月光投控,95.24,96.67,93.00,94.33,45197,4263293
2024-08-02,3711,日月光投控,94.66,98.14,94.53,97.08,59764,5801687
2024-08-05,3711,日月光投控,95.45,99.64,94.08,98.79,22550,2227604
2024-08-06,3711,日月光投控,99.35,101.18,94.10,96.39,38471,3708057
2024-08-07,3711,日月光投控,96.39,97.48,92.38,93.76,14764,1384219
2024-08-08,3711,日月光投控,93.40,96.24,89.40,92.15,79871,7360059
2024-08-09,3711,日月光投控,92.33,92.65,86.86,87.88,62806,5519598
2024-08-12,3711,日月光投控,88.74,90.67,88.43,89.93,16654,1497665
2024-08-13,3711,日月光投控,89.38,93.56,88.45,93.42,107079,10003407
2024-08-14,3711,日月光投控,93.20,95.60,92.44,94.63,65127,6163236
2024-08-15,3711,日月光投控,94.56,99.66,94.39,98.66,40567,4002425
2024-08-16,3711,日月光投控,97.77,98.74,95.81,97.76,14928,1459329
2024-08-19,3711,日月光投控,96.82,100.41,96.25,100.06,72383,7242636
2024-08-20,3711,日月光投控,100.47,100.49,97.70,99.74,9242,921806
2024-08-21,3711,日月光投控,100.87,101.42,94.25,96.59,62500,6036664
2024-08-22,3711,日月光投控,96.35,99.56,96.11,99.06,72457,7177553
2024-08-23,3711,日月光投控,99.28,100.43,97.93,99.45,24501,2436571
2024-08-26,3711,日月光投控,98.90,98.99,96.30,97.71,82798,8090581
2024-08-27,3711,日月光投控,97.41,101.98,95.38,101.17,104334,10555988
2024-08-28,3711,日月光投控,101.63,104.97,100.41,103.61,67838,7028772
2024-08-29,3711,日月光投控,103.90,105.84,102.64,102.77,66446,6828563
2024-08-30,3711,日月光投控,103.78,105.77,103.09,103.35,18921,1955428
2024-09-02,3711,日月光投控,102.87,104.69,101.79,103.84,71148,7387915
2024-09-03,3711,日月光投控,104.33,106.58,103.09,105.51,58635,6186660
2024-09-04,3711,日月光投控,105.37,108.12,104.82,105.76,60605,6409380
2024-09-05,3711,日月光投控,106.35,111.29,104.59,110.45,42961,4745097
2024-09-06,3711,日月光投控,110.07,117.02,109.56,116.27,101048,11749268
2024-09-09,3711,日月光投控,116.52,118.42,112.98,113.92,20686,2356631
2024-09-10,3711,日月光投控,113.28,114.96,108.61,108.81,66816,7270390
2024-09-11,3711,日月光投控,108.71,111.06,107.84,110.49,14823,1637836
2024-09-12,3711,日月光投控,110.16,114.54,108.90,113.70,88411,10052591
2024-09-13,3711,日月光投控,113.75,115.70,111.24,111.28,74648,8306889
2024-09-16,3711,日月光投控,111.65,111.72,110.74,111.64,40709,4544881
2024-09-17,3711,日月光投控,111.18,114.69,110.58,112.89,41238,4655484
2024-09-18,3711,日月光投控,113.75,115.72,112.35,115.67,31306,3621186
2024-09-19,3711,日月光投控,115.88,117.88,113.74,114.74,69373,7959668
2024-09-20,3711,日月光投控,115.90,117.35,114.35,115.94,51969,6025535
2024-09-23,3711,日月光投控,115.45,116.84,109.88,112.12,54753,6138897
2024-09-24,3711,日月光投控,112.08,115.62,111.73,115.16,26780,3083995
2024-09-25,3711,日月光投控,114.90,115.20,110.38,110.91,58846,6526368
2024-09-26,3711,日月光投控,110.44,111.32,109.82,111.22,32199,3581315
2024-09-27,3711,日月光投控,111.50,112.51,108.32,110.32,43415,4789458
2024-09-30,3711,日月光投控,109.52,110.56,104.69,106.10,51917,5508626
2024-10-01,3711,日月光投控,105.76,107.29,99.96,102.70,64543,6628251
2024-10-02,3711,日月光投控,103.96,105.11,102.36,104.70,60049,6287427
2024-10-03,3711,日月光投控,104.25,104.31,103.09,103.98,38513,4004771
2024-10-04,3711,日月光投控,103.66,109.40,103.40,105.84,84650,8959496
2024-10-07,3711,日月光投控,105.02,105.39,103.05,103.94,44899,4667012
2024-10-08,3711,日月光投控,102.27,107.71,100.54,106.31,49119,5222060
2024-10-09,3711,日月光投控,106.90,107.49,102.72,103.04,97521,10048434
2024-10-10,3711,日月光投控,102.80,105.88,97.91,98.13,56073,5502282
2024-10-11,3711,日月光投控,96.62,99.01,95.39,98.89,66139,6540816
2024-10-14,3711,日月光投控,99.47,100.57,97.59,98.32,67533,6639874
2024-10-15,3711,日月光投控,97.47,98.42,93.29,94.96,70549,6699032
2024-10-16,3711,日月光投控,94.95,95.85,92.70,92.90,77104,7162868
2024-10-17,3711,日月光投控,93.63,93.97,85.99,87.23,101290,8835271
2024-10-18,3711,日月光投控,87.51,92.64,86.83,91.66,20121,1844378
2024-10-21,3711,日月光投控,91.18,94.08,89.26,93.30,40275,3757505
2024-10-22,3711,日月光投控,94.12,98.65,93.78,96.72,48879,4727532
2024-10-23,3711,日月光投控,96.65,101.07,96.44,99.46,96771,9624591
2024-10-24,3711,日月光投控,100.83,103.43,98.91,101.58,17023,1729201
2024-10-25,3711,日月光投控,101.07,101.82,98.45,98.53,35796,3526816
2024-10-28,3711,日月光投控,99.31,99.39,98.27,98.76,24700,2439472
2024-10-29,3711,日月光投控,98.84,101.76,98.72,101.68,74292,7554054
2024-10-30,3711,日月光投控,101.43,102.72,98.85,99.80,22985,2293893
2024-10-31,3711,日月光投控,99.35,105.17,98.03,104.00,12234,1272392
2024-11-01,3711,日月光投控,104.36,108.03,104.22,107.38,65380,7020336
2024-11-04,3711,日月光投控,107.28,108.44,105.63,108.14,83257,9003181
2024-11-05,3711,日月光投控,108.83,109.90,100.52,102.47,32558,3336191
2024-11-06,3711,日月光投控,102.61,105.27,99.69,102.62,49481,5077645
2024-11-07,3711,日月光投控,103.94,104.55,101.76,102.59,9455,969993
2024-11-08,3711,日月光投控,102.69,106.28,100.76,104.31,10327,1077256
2024-11-11,3711,日月光投控,104.09,111.90,104.02,110.35,37877,4179871
2024-11-12,3711,日月光投控,110.61,111.65,107.52,108.31,40211,4355383
2024-11-13,3711,日月光投控,107.48,110.43,107.35,109.76,68787,7550196
2024-11-14,3711,日月光投控,110.37,112.89,108.02,108.55,22912,2487052
2024-11-15,3711,日月光投控,110.97,111.98,106.19,107.47,79842,8580753
2024-11-18,3711,日月光投控,107.99,108.99,104.25,106.29,35815,3806754
2024-11-19,3711,日月光投控,106.03,106.25,105.30,105.68,20650,2182389
2024-11-20,3711,日月光投控,105.54,107.32,104.53,106.11,13506,1433102
2024-11-21,3711,日月光投控,107.28,107.31,106.80,107.30,41577,4461267
2024-11-22,3711,日月光投控,107.72,109.85,106.50,109.33,47462,5189050
2024-11-25,3711,日月光投控,108.72,110.53,108.45,108.54,49111,5330609
2024-11-26,3711,日月光投控,107.63,109.42,105.88,107.16,85897,9204541
2024-11-27,3711,日月光投控,106.86,107.15,105.25,106.73,73925,7890232
2024-11-28,3711,日月光投控,105.22,110.68,104.73,109.11,66951,7305274
2024-11-29,3711,日月光投控,110.03,110.82,106.49,107.69,32990,3552668
2024-12-02,3711,日月光投控,107.93,111.96,106.07,111.36,89487,9964944
2024-12-03,3711,日月光投控,112.08,114.52,111.45,113.57,18095,2054980
2024-12-04,3711,日月光投控,111.48,111.99,107.27,107.48,56445,6066572
2024-12-05,3711,日月光投控,107.65,107.95,103.78,105.94,31929,3382681
2024-12-06,3711,日月光投控,104.98,106.18,101.69,104.08,29824,3103969
2024-12-09,3711,日月光投控,103.07,103.17,97.74,99.05,44049,4362900
2024-12-10,3711,日月光投控,99.33,102.00,98.48,101.25,75493,7643454
2024-12-11,3711,日月光投控,101.00,102.50,96.07,96.35,53625,5167029
2024-12-12,3711,日月光投控,96.46,98.33,96.43,98.00,27559,2700878
2024-12-13,3711,日月光投控,97.94,99.39,97.66,98.73,36653,3618926
2024-12-16,3711,日月光投控,98.83,99.42,97.16,98.20,49241,4835386
2024-12-17,3711,日月光投控,99.65,100.50,95.38,95.43,92421,8820091
2024-12-18,3711,日月光投控,96.44,96.91,95.31,96.75,42470,4108930
2024-01-02,2412,中華電,122.93,125.49,120.95,122.89,41343,5080747
2024-01-03,2412,中華電,122.83,128.17,122.03,126.02,57557,7253519
2024-01-04,2412,中華電,125.88,127.89,123.91,124.81,22492,2807263
2024-01-05,2412,中華電,124.69,126.30,119.12,120.12,69667,8368275
2024-01-08,2412,中華電,120.81,125.59,120.17,122.86,27891,3426635
2024-01-09,2412,中華電,123.39,126.26,122.73,126.14,76689,9673481
2024-01-10,2412,中華電,126.74,130.26,124.61,128.96,51846,6686268
2024-01-11,2412,中華電,127.47,130.71,126.71,130.29,44301,5771822
2024-01-12,2412,中華電,130.41,130.57,124.57,126.32,24064,3039674
2024-01-15,2412,中華電,126.76,127.19,119.92,120.09,11317,1359047
2024-01-16,2412,中華電,121.21,122.71,118.59,119.80,25242,3023997
2024-01-17,2412,中華電,119.91,126.92,119.41,123.75,65295,8079950
2024-01-18,2412,中華電,125.05,125.85,120.91,121.44,12683,1540176
2024-01-19,2412,中華電,121.13,122.82,119.99,120.41,28852,3473942
2024-01-22,2412,中華電,119.96,120.32,118.49,119.07,74742,8899864
2024-01-23,2412,中華電,120.28,122.10,116.75,117.41,18795,2206756
2024-01-24,2412,中華電,118.08,118.92,116.93,118.60,42552,5046645
2024-01-25,2412,中華電,120.21,121.71,119.13,119.86,59374,7116379
2024-01-26,2412,中華電,120.24,121.64,117.07,118.80,67504,8019329
2024-01-29,2412,中華電,118.56,119.11,114.31,116.11,37071,4304294
2024-01-30,2412,中華電,116.03,116.57,110.84,114.07,23390,2668164
2024-01-31,2412,中華電,114.36,114.99,111.87,114.22,49692,5675611
2024-02-01,2412,中華電,114.88,116.88,114.77,115.90,40550,4699871
2024-02-02,2412,中華電,116.25,117.52,113.78,114.40,49009,5606477
2024-02-05,2412,中華電,114.10,117.69,111.15,117.10,50273,5887201
2024-02-06,2412,中華電,116.05,116.08,112.40,114.94,48304,5552214
2024-02-07,2412,中華電,114.72,116.39,113.52,113.94,28426,3238998
2024-02-08,2412,中華電,113.95,114.06,108.75,109.00,80514,8776094
2024-02-09,2412,中華電,109.26,109.74,107.97,109.03,19136,2086473
2024-02-12,2412,中華電,110.00,112.06,104.90,107.76,31505,3394903
2024-02-13,2412,中華電,107.97,110.12,105.30,106.79,21155,2259087
2024-02-14,2412,中華電,108.78,110.10,107.35,109.53,82203,9004050
2024-02-15,2412,中華電,108.47,112.85,108.06,112.58,24601,2769593
2024-02-16,2412,中華電,113.53,114.77,113.22,113.93,25632,2920250
2024-02-19,2412,中華電,114.58,115.90,111.06,112.53,41095,4624360
2024-02-20,2412,中華電,112.45,112.62,111.24,111.60,68809,7679409
2024-02-21,2412,中華電,111.61,113.89,109.05,112.27,70912,7961536
2024-02-22,2412,中華電,111.03,113.29,110.94,112.68,35050,3949431
2024-02-23,2412,中華電,112.25,116.69,110.62,116.31,23553,2739342
2024-02-26,2412,中華電,116.07,116.35,113.74,115.78,58758,6803164
2024-02-27,2412,中華電,116.93,120.16,114.88,119.12,54874,6536729
2024-02-28,2412,中華電,119.92,122.19,119.20,119.78,17237,2064582
2024-02-29,2412,中華電,118.79,120.70,117.76,118.30,23748,2809482
2024-03-01,2412,中華電,119.37,120.98,119.32,120.19,64430,7744026
2024-03-04,2412,中華電,120.78,121.25,116.13,117.73,12911,1520068
2024-03-05,2412,中華電,117.80,120.12,116.44,119.69,8743,1046436
2024-03-06,2412,中華電,119.71,130.05,118.44,126.17,63675,8033732
2024-03-07,2412,中華電,127.58,127.98,124.94,126.22,51532,6504593
2024-03-08,2412,中華電,126.41,128.92,125.12,128.09,67296,8620010
2024-03-11,2412,中華電,128.63,128.85,126.30,126.56,69567,8804234
2024-03-12,2412,中華電,126.18,129.31,124.69,125.48,22785,2859070
2024-03-13,2412,中華電,122.62,122.67,119.98,121.37,49051,5953461
2024-03-14,2412,中華電,121.87,122.78,116.70,119.16,12166,1449686
2024-03-15,2412,中華電,119.29,120.71,113.90,114.39,18739,2143589
2024-03-18,2412,中華電,111.93,120.04,111.74,118.15,45336,5356230
2024-03-19,2412,中華電,119.62,120.12,117.94,118.49,35507,4207171
2024-03-20,2412,中華電,118.40,119.74,117.20,119.21,13840,1649912
2024-03-21,2412,中華電,119.31,120.42,116.93,118.02,50463,5955451
2024-03-22,2412,中華電,118.30,119.02,117.93,118.44,33267,3940218
2024-03-25,2412,中華電,119.65,122.19,117.21,118.16,63513,7504410
2024-03-26,2412,中華電,117.24,121.79,116.12,120.21,78784,9470266
2024-03-27,2412,中華電,120.50,120.57,119.60,120.18,56496,6789545
2024-03-28,2412,中華電,119.60,121.04,118.36,120.23,13264,1594746
2024-03-29,2412,中華電,121.99,122.97,119.94,121.29,58872,7140789
2024-04-01,2412,中華電,120.71,124.41,117.45,124.03,51300,6362529
2024-04-02,2412,中華電,123.43,126.40,118.82,124.32,50934,6331875
2024-04-03,2412,中華電,125.77,127.61,124.99,125.53,53062,6661032
2024-04-04,2412,中華電,126.04,129.54,125.83,126.89,13592,1724639
2024-04-05,2412,中華電,126.54,130.16,126.46,129.64,10687,1385510
2024-04-08,2412,中華電,129.22,134.74,128.73,134.29,17487,2348284
2024-04-09,2412,中華電,134.69,136.32,133.64,134.15,25955,3481848
2024-04-10,2412,中華電,133.48,136.41,131.07,132.99,40212,5347725
2024-04-11,2412,中華電,132.80,137.47,132.14,135.70,65160,8842162
2024-04-12,2412,中華電,135.16,136.70,133.03,135.03,43207,5834257
2024-04-15,2412,中華電,133.90,137.81,131.42,136.96,66224,9070286
2024-04-16,2412,中華電,136.37,138.91,133.82,134.83,40156,5414399
2024-04-17,2412,中華電,135.02,143.37,135.02,141.87,100993,14327515
2024-04-18,2412,中華電,140.00,146.45,138.69,145.42,72444,10535081
2024-04-19,2412,中華電,146.00,153.16,144.04,148.24,25600,3794989
2024-04-22,2412,中華電,148.40,151.72,147.41,150.49,9239,1390420
2024-04-23,2412,中華電,149.88,156.94,148.70,155.72,23966,3732085
2024-04-24,2412,中華電,154.98,164.12,153.49,162.37,78100,12680965
2024-04-25,2412,中華電,163.43,164.71,161.45,164.41,44767,7360285
2024-04-26,2412,中華電,163.17,164.57,159.70,162.51,74682,12136595
2024-04-29,2412,中華電,162.17,170.55,158.70,167.77,19192,3219775
2024-04-30,2412,中華電,169.18,170.99,162.66,164.19,61459,10091167
2024-05-01,2412,中華電,163.12,164.87,159.97,161.52,11202,1809399
2024-05-02,2412,中華電,162.01,163.10,157.73,158.14,20417,3228713
2024-05-03,2412,中華電,157.55,157.74,149.35,153.40,56241,8627619
2024-05-06,2412,中華電,152.20,154.76,148.33,151.80,29330,4452435
2024-05-07,2412,中華電,151.63,160.00,150.22,157.21,58914,9262006
2024-05-08,2412,中華電,159.73,165.14,159.29,165.02,59683,9849017
2024-05-09,2412,中華電,163.05,165.68,162.55,165.29,58303,9636899
2024-05-10,2412,中華電,165.46,173.11,164.44,167.61,12902,2162532
2024-05-13,2412,中華電,167.04,173.71,163.37,173.19,29474,5104512
2024-05-14,2412,中華電,172.88,174.00,164.12,164.50,26920,4428293
2024-05-15,2412,中華電,163.07,173.52,161.53,170.84,41245,7046174
2024-05-16,2412,中華電,171.43,172.98,165.66,166.04,9951,1652286
2024-05-17,2412,中華電,165.80,166.90,164.60,166.63,14205,2366998
2024-05-20,2412,中華電,168.59,169.12,155.18,157.90,58578,9249291
2024-05-21,2412,中華電,157.43,158.54,156.14,157.40,41455,6525212
2024-05-22,2412,中華電,156.91,165.73,154.44,164.37,91223,14994644
2024-05-23,2412,中華電,164.76,165.49,161.31,162.22,21830,3541186
2024-05-24,2412,中華電,162.63,163.17,159.54,161.40,26413,4263085
2024-05-27,2412,中華電,161.15,161.64,156.71,161.61,13678,2210538
2024-05-28,2412,中華電,159.44,168.18,158.02,166.13,26875,4464783
2024-05-29,2412,中華電,166.89,166.97,160.44,162.91,11378,1853632
2024-05-30,2412,中華電,162.31,163.83,158.12,160.77,8140,1308642
2024-05-31,2412,中華電,160.63,165.14,160.46,160.67,8837,1419879
2024-06-03,2412,中華電,160.73,163.02,157.96,161.65,9927,1604685
2024-06-04,2412,中華電,162.01,171.29,160.56,168.05,68897,11578050
2024-06-05,2412,中華電,169.66,171.43,165.62,166.94,53963,9008407
2024-06-06,2412,中華電,169.54,171.08,163.29,163.29,38519,6289895
2024-06-07,2412,中華電,164.98,168.18,163.95,166.01,29116,4833628
2024-06-10,2412,中華電,163.51,165.14,160.58,164.82,37462,6174461
2024-06-11,2412,中華電,163.82,169.32,162.06,167.97,74706,12548165
2024-06-12,2412,中華電,165.52,167.76,164.03,166.43,46953,7814199
2024-06-13,2412,中華電,167.24,169.84,163.86,165.70,9809,1625345
2024-06-14,2412,中華電,166.16,168.16,164.37,164.96,26936,4443397
2024-06-17,2412,中華電,163.51,170.37,162.25,167.81,9047,1518211
2024-06-18,2412,中華電,168.17,173.00,167.52,170.38,14539,2477191
2024-06-19,2412,中華電,169.16,174.73,167.83,173.18,70486,12207058
2024-06-20,2412,中華電,173.85,178.30,171.12,175.32,75370,13213770
2024-06-21,2412,中華電,174.85,176.56,171.41,172.64,58628,10121739
2024-06-24,2412,中華電,172.55,180.98,169.82,179.89,83834,15080805
2024-06-25,2412,中華電,178.93,182.55,176.28,181.71,7886,1432982
2024-06-26,2412,中華電,181.17,185.30,171.24,174.96,73280,12820839
2024-06-27,2412,中華電,174.66,180.90,171.49,180.24,43455,7832242
2024-06-28,2412,中華電,180.27,187.05,178.48,184.77,76256,14090124
2024-07-01,2412,中華電,183.61,189.74,180.31,183.51,18689,3429565
2024-07-02,2412,中華電,184.08,184.48,183.18,183.86,19392,3565463
2024-07-03,2412,中華電,182.96,195.41,181.71,192.21,34400,6611944
2024-07-04,2412,中華電,193.19,197.43,192.97,193.42,12115,2343332
2024-07-05,2412,中華電,193.57,194.69,192.53,193.41,35917,6946588
2024-07-08,2412,中華電,193.76,195.99,191.20,192.89,59922,11558491
2024-07-09,2412,中華電,194.86,198.23,182.76,182.84,65877,12045256
2024-07-10,2412,中華電,182.05,184.39,173.47,173.62,75399,13090570
2024-07-11,2412,中華電,172.72,181.68,172.47,178.51,42253,7542734
2024-07-12,2412,中華電,177.02,185.32,176.87,181.96,29789,5420496
2024-07-15,2412,中華電,183.35,189.66,182.57,188.44,65314,12307799
2024-07-16,2412,中華電,188.69,196.21,187.90,195.18,72544,14159227
2024-07-17,2412,中華電,193.85,206.85,192.96,201.41,67796,13655127
2024-07-18,2412,中華電,203.66,207.69,192.63,194.59,82527,16059101
2024-07-19,2412,中華電,194.76,199.64,194.52,198.11,40059,7936140
2024-07-22,2412,中華電,197.52,201.58,196.41,201.05,18949,3809738
2024-07-23,2412,中華電,201.80,202.77,198.15,201.71,48338,9750478
2024-07-24,2412,中華電,203.09,205.22,202.04,203.10,44750,9088885
2024-07-25,2412,中華電,202.61,205.95,202.46,205.91,72988,15028751
2024-07-26,2412,中華電,206.80,208.99,206.21,208.26,34720,7230731
2024-07-29,2412,中華電,206.64,211.40,205.12,211.29,18993,4013119
2024-07-30,2412,中華電,211.69,211.92,204.56,204.66,20616,4219222
2024-07-31,2412,中華電,206.37,209.21,204.30,206.59,28672,5923233
2024-08-01,2412,中華電,207.45,210.91,206.23,209.52,42836,8975084
2024-08-02,2412,中華電,209.18,220.34,207.55,218.24,87489,19093260
2024-08-05,2412,中華電,217.05,223.85,216.89,218.41,12994,2837976
2024-08-06,2412,中華電,217.54,225.73,213.72,223.13,54252,12105147
2024-08-07,2412,中華電,223.69,225.60,217.74,221.34,8218,1818994
2024-08-08,2412,中華電,223.44,225.92,221.40,225.23,19311,4349404
2024-08-09,2412,中華電,227.70,228.16,225.14,225.64,52200,11778438
2024-08-12,2412,中華電,226.08,230.57,224.57,229.58,54957,12616860
2024-08-13,2412,中華電,228.33,241.22,227.23,238.28,65289,15557335
2024-08-14,2412,中華電,240.47,244.40,215.24,218.13,109751,23939715
2024-08-15,2412,中華電,218.25,219.21,212.90,214.04,51124,10942427
2024-08-16,2412,中華電,212.23,220.87,212.21,218.88,54999,12038019
2024-08-19,2412,中華電,220.92,224.60,212.35,213.39,38747,8268333
2024-08-20,2412,中華電,211.75,225.50,209.72,219.11,67661,14825104
2024-08-21,2412,中華電,222.24,226.32,219.09,224.54,38919,8738792
2024-08-22,2412,中華電,224.98,227.07,220.94,224.07,46043,10316764
2024-08-23,2412,中華電,222.04,226.92,220.96,226.16,8185,1851107
2024-08-26,2412,中華電,226.18,230.39,212.28,217.89,84593,18431685
2024-08-27,2412,中華電,217.55,219.58,214.17,215.04,53038,11405143
2024-08-28,2412,中華電,215.36,221.43,214.63,219.27,53648,11763513
2024-08-29,2412,中華電,221.70,225.30,209.25,213.31,65073,13880736
2024-08-30,2412,中華電,211.01,212.76,207.86,208.90,29147,6088817
2024-09-02,2412,中華電,210.32,216.15,197.51,198.63,42886,8518608
2024-09-03,2412,中華電,196.72,202.42,196.50,201.33,33921,6829423
2024-09-04,2412,中華電,200.38,211.97,198.42,207.23,74853,15511621
2024-09-05,2412,中華電,209.21,214.35,208.36,212.86,42900,9131636
2024-09-06,2412,中華電,213.89,221.20,213.17,218.72,57904,12664724
2024-09-09,2412,中華電,219.83,228.34,219.73,224.19,47981,10756793
2024-09-10,2412,中華電,224.53,225.08,218.30,218.64,70107,15328168
2024-09-11,2412,中華電,219.09,231.54,214.60,227.71,39919,9089830
2024-09-12,2412,中華電,226.93,231.51,219.85,223.12,13797,3078430
2024-09-13,2412,中華電,221.50,228.35,221.31,223.41,53259,11898678
2024-09-16,2412,中華電,223.55,225.44,218.33,221.76,38941,8635377
2024-09-17,2412,中華電,220.07,222.03,208.70,213.54,23975,5119567
2024-09-18,2412,中華電,211.20,214.84,210.63,213.17,19836,4228508
